2.35366	12.44963
2.35659	12.45048
2.35575	12.45165
2.35140	12.45387
2.35108	12.45716
2.35398	12.46289
2.36130	12.45622
2.37478	12.43254
2.39431	12.41762
2.39222	12.41588
2.39111	12.41378
2.38870	12.41597
2.39180	12.41582
2.39186	12.41586
2.38825	12.40933
2.38121	12.40611
2.38024	12.40619
2.37490	12.40265
2.36947	12.41546
2.35600	12.46397
2.37460	12.45440
2.37457	12.45436
2.36402	12.46893
2.36033	12.47135
2.36406	12.47196
2.36305	12.47233
2.35855	12.47212
2.35404	12.47191
2.35349	12.47170
2.35350	12.47162
2.35327	12.47106
2.35266	12.47026
2.35177	12.46534
2.35079	12.46659
2.34635	12.46409
2.34191	12.46159
2.34246	12.46194
2.34435	12.45608
2.35705	12.42163
2.35985	12.39888
2.35113	12.39581
2.35455	12.39819
2.35370	12.40604
2.35030	12.41477
2.35003	12.41464
2.34909	12.41543
2.34306	12.42532
2.34314	12.43662
2.35021	12.45208
2.35592	12.43873
2.35234	12.43727
2.34646	12.42598
2.34395	12.42919
2.34358	12.43670
2.33643	12.45139
2.34033	12.43134
2.34377	12.42230
2.34643	12.39783
2.34976	12.39873
2.36124	12.40204
2.36187	12.40281
2.36222	12.40298
2.36492	12.39867
2.36295	12.39775
2.35864	12.40117
2.35585	12.40556
2.34269	12.43022
2.33723	12.45084
2.34367	12.45517
2.34380	12.45571
2.34270	12.45171
2.34719	12.44591
2.34604	12.44507
2.34587	12.44508
2.34391	12.45042
2.34195	12.45576
2.34141	12.45359
2.34346	12.45871
2.35719	12.44586
2.37367	12.40242
2.37763	12.40363
2.37315	12.40100
2.37137	12.39718
2.38073	12.40675
2.38012	12.40787
2.38032	12.40753
2.38808	12.40934
2.39503	12.41832
2.37205	12.43635
2.35442	12.46520
2.35549	12.46042
2.36210	12.45326
2.36196	12.45335
2.36083	12.45544
2.35679	12.46544
2.35484	12.46581
2.35578	12.45710
2.35291	12.45001
2.35100	12.44997
2.34048	12.45035
2.34055	12.45028
2.33876	12.45631
2.33875	12.45549
2.34733	12.42079
2.35538	12.39517
2.35651	12.40225
2.35515	12.40472
2.34634	12.40776
2.34603	12.40757
2.34583	12.40765
2.34630	12.41927
2.33755	12.45577
2.33850	12.45324
2.33824	12.45298
2.35185	12.44055
2.35995	12.43803
2.35784	12.44000
2.35789	12.44041
2.35396	12.46526
2.35503	12.46588
2.36090	12.46834
2.36121	12.46826
2.35979	12.46456
2.36302	12.46280
2.36271	12.46520
2.36238	12.46759
2.37650	12.46052
2.38372	12.43834
2.39334	12.42120
2.39121	12.41491
2.39314	12.41611
2.37549	12.42963
2.36596	12.44689
2.36338	12.45255
2.35556	12.45510
2.35346	12.44964
2.35111	12.44744
2.34986	12.44785
2.34805	12.44792
2.34501	12.45635
2.34228	12.46221
2.34268	12.46239
2.34941	12.46871
2.34972	12.47144
2.35388	12.47204
2.35681	12.46892
2.35968	12.46985
2.36252	12.45829
2.36535	12.44673
2.36590	12.44693
2.36517	12.45294
2.36157	12.45671
2.35478	12.45813
2.36146	12.44041
2.36233	12.43249
2.34563	12.40766
2.34563	12.40773
2.34559	12.40780
2.34818	12.41479
2.33230	12.40951
2.32452	12.40617
2.32865	12.39350
2.32697	12.41791
2.32529	12.44233
2.34208	12.45518
2.34198	12.45501
2.33855	12.42974
2.33554	12.41148
2.33645	12.39733
2.32065	12.39787
2.31591	12.40213
2.30633	12.41304
2.30640	12.41303
2.31393	12.43572
2.32857	12.45232
2.31920	12.45190
2.31516	12.44947
2.31550	12.44881
2.31688	12.44603
2.31931	12.43820
2.31841	12.43728
2.32972	12.44773
2.33812	12.43860
2.35466	12.40468
2.36539	12.39784
2.36061	12.39678
2.36338	12.39868
2.36159	12.40244
2.36158	12.40238
2.36122	12.40263
2.36827	12.39648
2.37871	12.40559
2.37148	12.42572
2.35402	12.46507
2.35134	12.46330
2.34778	12.45645
2.34474	12.45876
2.34377	12.45723
2.34802	12.46008
2.35204	12.45655
2.35316	12.45222
2.35227	12.44856
2.34943	12.45110
2.35020	12.45560
2.34497	12.45380
2.33974	12.43838
2.33780	12.42019
2.35375	12.39526
2.34929	12.39621
2.34496	12.39689
2.34985	12.40335
2.34571	12.40667
2.34568	12.40658
2.34571	12.40665
2.33910	12.45038
2.34934	12.44454
